broad_id	compound	moa	target	n_mito_low	n_mito_high	median_lfc_mito_low	median_lfc_mito_high	delta_lfc_low_minus_high	wilcox_p	fdr	target_text	pathway_relevance
BRD-K18375018-376-02-3	spermine		CA14, CA4, CA6, CA9, CASR, GRIN1, GRIN2A, KCNJ4, ODC1, SMOX, SMS, TRPM4, TRPM5	15	15	-0.363065996931	0.00829760949761	-0.37136360642861	0.22902896662469463	1.0	 ca14, ca4, ca6, ca9, casr, grin1, grin2a, kcnj4, odc1, smox, sms, trpm4, trpm5	other
BRD-K71480163-001-01-4	GDC-0068	AKT inhibitor	AKT1, AKT2, AKT3, PRKG1	15	15	0.0483459604327	0.418855829565	-0.3705098691323	0.4553018964198552	1.0	akt inhibitor akt1, akt2, akt3, prkg1	prespecified_pathway_related
BRD-K33277808-331-01-3	ouabain	ATPase inhibitor	ATP1A1	15	15	-3.59729249633	-3.2269665008	-0.37032599553	0.9009714934164412	1.0	atpase inhibitor atp1a1	other
BRD-A87983072-001-01-1	benzotript	CCK receptor antagonist	CCKAR, CCKBR	15	15	0.187459742593	0.557493887269	-0.37003414467599993	0.01614027989360373	1.0	cck receptor antagonist cckar, cckbr	other
BRD-A12896037-001-04-3	cisapride	serotonin receptor agonist	HTR2A, HTR3A, HTR4, KCNH2	14	13	-0.7243621931045	-0.354873634596	-0.3694885585085	0.7158981921466268	1.0	serotonin receptor agonist htr2a, htr3a, htr4, kcnh2	other
BRD-A94008949-001-01-9	telithromycin	bacterial 30S ribosomal subunit inhibitor, bacterial 50S ribosomal subunit inhibitor	CYP1A2, CYP2D6, CYP3A4, CYP3A5, CYP3A7	15	15	-0.412749450572	-0.0434724052867	-0.36927704528530003	0.08901797772326324	1.0	bacterial 30s ribosomal subunit inhibitor, bacterial 50s ribosomal subunit inhibitor cyp1a2, cyp2d6, cyp3a4, cyp3a5, cyp3a7	other
BRD-K45924332-001-16-8	amrinone	phosphodiesterase inhibitor	PDE3A, PDE3B, PDE4B, TNF	14	15	0.0567474584779	0.425843837085	-0.3690963786071	0.13214331982716349	1.0	phosphodiesterase inhibitor pde3a, pde3b, pde4b, tnf	other
BRD-K67525671-001-02-5	ZK-200775	kainate receptor antagonist		14	15	-0.08077639957855	0.287722392697	-0.36849879227555	0.052120248298436415	1.0	kainate receptor antagonist 	other
BRD-K34157611-001-16-0	cimetidine	histamine receptor antagonist	HRH2, SLC29A4, SLC47A1, SLC47A2	15	14	-0.734439284322	-0.366585625396	-0.367853658926	0.02752429546398351	1.0	histamine receptor antagonist hrh2, slc29a4, slc47a1, slc47a2	other
BRD-K89714990-001-01-5	tepoxalin	cyclooxygenase inhibitor, lipoxygenase inhibitor	ALOX5	15	15	0.0286105823018	0.393114299141	-0.36450371683919996	0.17106923105635186	1.0	cyclooxygenase inhibitor, lipoxygenase inhibitor alox5	other
BRD-A82396632-008-29-0	miconazole	bacterial cell wall synthesis inhibitor	KCNH2, KCNH6, KCNH7, KCNMA1, KCNMB1, KCNMB2, KCNMB3, KCNMB4, KCNN1, KCNN2, KCNN3, KCNN4, NOS2, NOS3, TRPM2, TRPV5	14	13	-0.3202105715025	0.0430432750783	-0.36325384658079996	0.15228075837759505	1.0	bacterial cell wall synthesis inhibitor kcnh2, kcnh6, kcnh7, kcnma1, kcnmb1, kcnmb2, kcnmb3, kcnmb4, kcnn1, kcnn2, kcnn3, kcnn4, nos2, nos3, trpm2, trpv5	other
BRD-K66808046-065-03-7	oxyquinoline	chelating agent	METAP2	14	13	-0.3805537529655	-0.0191591936745	-0.361394559291	0.3198402344047556	1.0	chelating agent metap2	other
BRD-K85406984-001-01-0	sobetirome	thyroid hormone receptor agonist	THRA, THRB	14	13	-0.641610486853	-0.280310940036	-0.36129954681700005	0.10402917405726314	1.0	thyroid hormone receptor agonist thra, thrb	other
BRD-K12068470-001-02-5	LY2608204	glucokinase activator	GCK	14	13	-3.401057192775	-3.03991128169	-0.3611459110850004	0.5441316793449582	1.0	glucokinase activator gck	other
BRD-K08893438-001-04-9	CCG-50014	G protein signaling inhibitor	RGS4, RGS8	13	13	-0.425870272221	-0.0650480215973	-0.3608222506237	0.5383007490187228	1.0	g protein signaling inhibitor rgs4, rgs8	other
BRD-K92991072-001-04-9	PAC-1	caspase activator	CASP3	14	13	-0.17957304762499998	0.180979645556	-0.360552693181	0.08494665681641869	1.0	caspase activator casp3	other
BRD-K30577245-341-01-9	docetaxel	tubulin polymerization inhibitor	BCL2, MAP2, MAP4, MAPT, NR1I2, TUBB, TUBB1	15	15	-2.53677708394	-2.17624722794	-0.3605298560000003	0.9338864180775845	1.0	tubulin polymerization inhibitor bcl2, map2, map4, mapt, nr1i2, tubb, tubb1	prespecified_pathway_related
BRD-K25835157-001-01-4	PRT062070	JAK inhibitor, syk inhibitor	SYK	15	15	-0.0349242213639	0.324488288553	-0.3594125099169	0.4553018964198552	1.0	jak inhibitor, syk inhibitor syk	other
BRD-K82135108-001-04-3	elesclomol	oxidative stress inducer	HSPA1A	15	15	-2.06596064942	-1.70666483722	-0.35929581220000006	0.4067868333984651	1.0	oxidative stress inducer hspa1a	other
BRD-K43389675-003-20-9	daunorubicin	RNA synthesis inhibitor, topoisomerase inhibitor	TOP2A, TOP2B	15	15	-3.89755164088	-3.53830726023	-0.3592443806500003	0.8682259903524354	1.0	rna synthesis inhibitor, topoisomerase inhibitor top2a, top2b	other
BRD-K68065987-300-09-1	MK-2206	AKT inhibitor	AKT1, AKT2, AKT3	15	13	-0.485929468749	-0.127679794736	-0.358249674013	0.2494716685110525	1.0	akt inhibitor akt1, akt2, akt3	prespecified_pathway_related
BRD-K45551181-001-02-1	MPI-0479605	mitotic kinase inhibitor	TTK	14	13	-0.40628028173450004	-0.0484616561009	-0.3578186256336	0.9034412254330529	1.0	mitotic kinase inhibitor ttk	other
BRD-K00486786-001-02-2	Ro-08-2750		NGF	15	15	0.0114316674807	0.366204316282	-0.3547726488013	0.010121802247772722	1.0	 ngf	other
BRD-K38904395-001-02-3	SAR131675	VEGFR inhibitor	FLT4	15	15	-0.088012277824	0.265854862227	-0.353867140051	0.10573920209087935	1.0	vegfr inhibitor flt4	other
BRD-K82928892-001-02-5	doxercalciferol	vitamin D receptor agonist	VDR	14	13	-0.362613481967	-0.0103108505375	-0.3523026314295	0.1984628844147559	1.0	vitamin d receptor agonist vdr	other
BRD-A48015106-004-08-9	8-hydroxy-DPAT	serotonin receptor agonist	CDK1, CHEK1, CHEK2, GSK3B, HTR5A, HTR7, LCK, MAPK14, MARK1, PDPK1, PRKCA, PRKCB, PRKCD, PRKCE, PRKCG	15	15	-0.461255208947	-0.110772559951	-0.350482648996	0.08149464839345506	1.0	serotonin receptor agonist cdk1, chek1, chek2, gsk3b, htr5a, htr7, lck, mapk14, mark1, pdpk1, prkca, prkcb, prkcd, prkce, prkcg	other
BRD-K21913543-001-02-4	fluorescein		SLC22A6	15	15	-0.104602132979	0.245450078912	-0.350052211891	0.01806662299891238	1.0	 slc22a6	other
BRD-K40438880-305-06-6	spermidine	glutamate receptor modulator	KCNJ4, TXNRD1	15	14	-0.267148952521	0.08274483484619999	-0.3498937873672	0.05763082091624818	1.0	glutamate receptor modulator kcnj4, txnrd1	other
BRD-K73524797-001-01-1	ST-1859	antiamyloidogenic agent		16	15	-0.2420357668825	0.10779931144	-0.3498350783225	0.3134659820453173	1.0	antiamyloidogenic agent 	other
BRD-A72767275-003-01-6	nalmefene	opioid receptor antagonist	OPRD1, OPRK1, OPRM1	15	15	0.000298760454049	0.350032201959	-0.349733441504951	0.06196961991403871	1.0	opioid receptor antagonist oprd1, oprk1, oprm1	other
BRD-K29582115-066-01-2	ziprasidone	dopamine receptor antagonist, serotonin receptor antagonist	ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HTR1A, HTR1B, HTR1D, HTR1E, HTR2A, HTR2C, HTR3A, HTR6, HTR7, SLC6A4	14	15	-0.523596022041	-0.174966451613	-0.34862957042799997	0.004877559710800263	1.0	dopamine receptor antagonist, serotonin receptor antagonist adra1a, adra1b, adra2a, adra2b, adra2c, chrm1, chrm2, chrm3, chrm4, chrm5, drd1, drd2, drd3, drd4, drd5, hrh1, htr1a, htr1b, htr1d, htr1e, htr2a, htr2c, htr3a, htr6, htr7, slc6a4	other
BRD-K39171998-001-01-1	STF-118804	NAMPT inhibitor	NAMPT	15	15	-2.76670540938	-2.4209549885	-0.34575042087999996	0.9338864180775845	1.0	nampt inhibitor nampt	other
BRD-K92213669-001-01-3	lomitapide	microsomal trigylceride transfer protein inhibitor	MTTP	15	13	0.0258182408366	0.371284646551	-0.3454664057144	0.12847168471721734	1.0	microsomal trigylceride transfer protein inhibitor mttp	other
BRD-K14003026-003-09-0	ritodrine	adrenergic receptor agonist	ADRB2	12	12	-0.2358689960225	0.10807610316	-0.3439450991825	0.5443701458566098	1.0	adrenergic receptor agonist adrb2	other
BRD-K58810291-001-16-2	clobetasone-butyrate	corticosteroid agonist	NR3C1	16	15	-0.224266305059	0.119460788706	-0.343727093765	0.020754794855197014	1.0	corticosteroid agonist nr3c1	other
BRD-K62213621-001-01-6	dihydroartemisinin	antimalarial agent		15	15	0.0752725912505	0.418423626272	-0.3431510350215	0.26275304114766074	1.0	antimalarial agent 	other
BRD-K68408467-065-01-8	proflavine-hemisulfate	topical anesthetic	F2	15	15	-0.521096391952	-0.178022201001	-0.343074190951	0.22902896662469463	1.0	topical anesthetic f2	other
BRD-K15108141-001-06-6	gemcitabine	ribonucleotide reductase inhibitor	CMPK1, RRM1, RRM2, TYMS	14	13	-2.277594748095	-1.93544947804	-0.34214527005499984	0.36932741358378485	1.0	ribonucleotide reductase inhibitor cmpk1, rrm1, rrm2, tyms	other
BRD-K90825648-001-02-0	RS-127445	serotonin receptor antagonist	HTR2A, HTR2B, HTR2C	16	15	0.0865227366002	0.428279742832	-0.3417570062318	0.015057175028187781	1.0	serotonin receptor antagonist htr2a, htr2b, htr2c	other
BRD-K16730910-001-07-3	regorafenib	FGFR inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RAF inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor	ABL1, BRAF, DDR2, EPHA2, FGFR1, FGFR2, FLT1, FLT4, FRK, KDR, KIT, MAPK11, NTRK1, PDGFRA, PDGFRB, RAF1, RET, TEK	15	15	-0.258394404273	0.0829893643876	-0.3413837686606	0.09709106759647709	1.0	fgfr inhibitor, kit inhibitor, pdgfr tyrosine kinase receptor inhibitor, raf inhibitor, ret tyrosine kinase inhibitor, vegfr inhibitor abl1, braf, ddr2, epha2, fgfr1, fgfr2, flt1, flt4, frk, kdr, kit, mapk11, ntrk1, pdgfra, pdgfrb, raf1, ret, tek	other
BRD-A09828896-004-11-0	SKF-81297	dopamine receptor agonist	DRD1, DRD5	15	15	-0.286575500976	0.0547286550395	-0.3413041560155	0.11498741920155964	1.0	dopamine receptor agonist drd1, drd5	other
BRD-K05658747-001-02-9	raltegravir	HIV integrase inhibitor		15	14	-0.292488177478	0.04755729545995	-0.34004547293795	0.23006229802639666	1.0	hiv integrase inhibitor 	other
BRD-K81613478-001-01-8	gastrodin			15	15	-1.12517024205	-0.785443636857	-0.339726605193	0.38373262766250305	1.0	 	other
BRD-K15898725-001-01-7	maytansinol-isobutyrate			15	15	-1.57499905789	-1.23568342641	-0.3393156314799999	0.7400217511938185	1.0	 	other
BRD-K71499074-001-12-9	diclofenamide	carbonic anhydrase inhibitor	CA1, CA12, CA2, CA4, CA7	15	15	-0.0883126396823	0.250281231424	-0.3385938711063	0.05639236422683157	1.0	carbonic anhydrase inhibitor ca1, ca12, ca2, ca4, ca7	other
BRD-K73196317-003-14-8	urapidil	adrenergic receptor antagonist	HTR1A	15	15	-0.483081950978	-0.145129845417	-0.33795210556099997	0.09709106759647709	1.0	adrenergic receptor antagonist htr1a	other
BRD-K19507340-001-22-1	megestrol-acetate	progesterone receptor agonist	NR3C1, PGR	14	13	-0.196622651411	0.13971691633	-0.336339567741	0.05526547187111531	1.0	progesterone receptor agonist nr3c1, pgr	other
BRD-K33882852-003-02-8	ZK-93423	benzodiazepine receptor agonist	GABRA1, GABRA2, GABRA3, GABRA5, GABRB2, GABRG2	14	15	-0.4331006510445	-0.0973669278659	-0.3357337231786	0.05763082091624818	1.0	benzodiazepine receptor agonist gabra1, gabra2, gabra3, gabra5, gabrb2, gabrg2	other
BRD-K78299798-001-02-2	mepiroxol			15	15	0.0303449863314	0.365979320382	-0.3356343340506	0.21337370709311831	1.0	 	other
BRD-K71281111-001-04-3	SNX-2112	HSP inhibitor		15	15	-2.85253552367	-2.51700618375	-0.3355293399199999	0.28084201086629845	1.0	hsp inhibitor 	other
BRD-K49522529-001-03-7	alfacalcidol	vitamin D receptor agonist	CYP27B1, VDR	15	15	0.106198053168	0.441569737167	-0.33537168399899997	0.14657603430900068	1.0	vitamin d receptor agonist cyp27b1, vdr	other
BRD-K72912098-001-02-3	telaprevir	HCV inhibitor	CTSA, PGR	14	13	0.03264634612647	0.367285988928	-0.33463964280153	0.04402679859151475	1.0	hcv inhibitor ctsa, pgr	other
BRD-K36055864-001-19-2	cycloheximide	protein synthesis inhibitor	RPL3	15	15	-1.64615807534	-1.31192610909	-0.33423196624999996	0.7715511878155722	1.0	protein synthesis inhibitor rpl3	other
BRD-K13060017-001-02-1	UNC0631	histone lysine methyltransferase inhibitor	EHMT2	16	15	-0.21177819957	0.120418250761	-0.332196450331	0.6781060747462503	1.0	histone lysine methyltransferase inhibitor ehmt2	other
BRD-K68997413-001-05-1	PF-3845	FAAH inhibitor	FAAH	15	15	-0.64434625514	-0.312411065589	-0.331935189551	0.2997583700887151	1.0	faah inhibitor faah	other
BRD-K65877271-001-01-8	halobetasol-propionate	glucocorticoid receptor agonist	NR3C1, PLA2G1B	14	15	-0.2710853420225	0.0606396554918	-0.3317249975143	0.3261094520204889	1.0	glucocorticoid receptor agonist nr3c1, pla2g1b	other
BRD-K99451608-001-07-3	lopinavir	HIV protease inhibitor		15	15	-0.00270656604576	0.327226727198	-0.32993329324376	0.03808828420629213	1.0	hiv protease inhibitor 	other
BRD-K75699339-057-08-1	rizatriptan	serotonin receptor agonist	HTR1A, HTR1B, HTR1D, HTR1E, HTR1F	16	15	-0.08840112586305	0.240795874747	-0.32919700061005003	0.5665344518557682	1.0	serotonin receptor agonist htr1a, htr1b, htr1d, htr1e, htr1f	other
BRD-K98372770-001-08-2	L-165041	PPAR receptor agonist	PPARD	15	14	-0.00860793321409	0.317234952629	-0.32584288584308996	0.1979251021111571	1.0	ppar receptor agonist ppard	other
BRD-K51791723-003-01-7	P276-00	CDK inhibitor	CDK1, CDK4, CDK9	15	15	-3.50664025171	-3.18089760547	-0.32574264624000016	0.7089232340537643	1.0	cdk inhibitor cdk1, cdk4, cdk9	other
BRD-K33732501-004-01-0	methylnaltrexone	opioid receptor antagonist	OPRD1, OPRK1, OPRM1	14	15	-0.04473726442265	0.280755085189	-0.32549234961164997	0.00827993143777141	1.0	opioid receptor antagonist oprd1, oprk1, oprm1	other
BRD-K31627533-001-09-5	rimexolone	glucocorticoid receptor agonist	NR3C1, SERPINA6	15	15	-0.257225651881	0.068120979593	-0.325346631474	0.22902896662469463	1.0	glucocorticoid receptor agonist nr3c1, serpina6	other
BRD-K53734668-003-02-0	PRT062607	syk inhibitor	FGR, MAP3K9, SYK	14	13	-0.30788212823500005	0.015235822414	-0.32311795064900006	0.2968036252970697	1.0	syk inhibitor fgr, map3k9, syk	other
BRD-K27721098-065-08-6	clopidogrel	purinergic receptor antagonist	P2RY12	15	15	-0.307440992242	0.0141258583764	-0.3215668506184	0.26275304114766074	1.0	purinergic receptor antagonist p2ry12	other
BRD-K14109347-001-03-4	LY2603618	CHK inhibitor	CHEK1	15	15	-1.30978693631	-0.991943176591	-0.31784375971900014	0.21337370709311831	1.0	chk inhibitor chek1	other
BRD-K98493452-001-14-9	honokiol	AKT inhibitor	ALOX5, PTGS1, PTGS2	16	15	-0.5533569013065	-0.235571384339	-0.31778551696749996	0.2599279599779344	1.0	akt inhibitor alox5, ptgs1, ptgs2	prespecified_pathway_related
BRD-K61228301-001-01-2	SGI-1027	DNA methyltransferase inhibitor	DNMT1, DNMT3A, DNMT3B	15	15	-0.81542517172	-0.497669396021	-0.31775577569899993	0.506914933812496	1.0	dna methyltransferase inhibitor dnmt1, dnmt3a, dnmt3b	other
BRD-A11132253-001-08-2	nadide	electron acceptor	AHCY, AKR1A1, ALDH2, BLVRA, DHPS, DLD, GALE, HMGCR, HSD17B1, HSD17B4, IMPDH2, MGAM, P2RY11, SORD, TRPM2	14	13	-0.1740592682855	0.143590822885	-0.3176500911705	0.1820500814244328	1.0	electron acceptor ahcy, akr1a1, aldh2, blvra, dhps, dld, gale, hmgcr, hsd17b1, hsd17b4, impdh2, mgam, p2ry11, sord, trpm2	other
BRD-K76304753-003-20-3	phenazopyridine	local anesthetic	SCN1A	14	13	-0.41315904763449995	-0.0961108248196	-0.31704822281489997	0.11477248163567938	1.0	local anesthetic scn1a	other
BRD-K69608737-001-10-2	tacrolimus	calcineurin inhibitor	FKBP1A	15	15	-0.21204615082	0.103396549421	-0.315442700241	0.09709106759647709	1.0	calcineurin inhibitor fkbp1a	other
BRD-K93208532-001-02-5	apremilast	phosphodiesterase inhibitor	PDE4A, PDE4B, PDE4C, PDE4D	16	15	0.10812587763965	0.42139101624	-0.31326513860035005	0.6212314023292724	1.0	phosphodiesterase inhibitor pde4a, pde4b, pde4c, pde4d	other
BRD-K70507123-001-09-7	doxofylline	adenosine receptor antagonist	ADORA1, PDE4A, PDE4B, PDE4C, PDE4D	15	15	0.040372255609	0.353335871049	-0.31296361544	0.02510289275359325	1.0	adenosine receptor antagonist adora1, pde4a, pde4b, pde4c, pde4d	other
BRD-A69651145-003-07-2	minocycline	bacterial 30S ribosomal subunit inhibitor	ALOX5, CASP1, CASP3, CYCS, IL1B, MMP9, VEGFA	14	13	-0.1170217638495	0.195476341936	-0.31249810578549997	0.018596672842396383	1.0	bacterial 30s ribosomal subunit inhibitor alox5, casp1, casp3, cycs, il1b, mmp9, vegfa	other
BRD-K24556407-001-02-3	ETP-46464	ATR kinase inhibitor		15	15	0.0722268119275	0.384701988823	-0.3124751768955	0.43064798984807773	1.0	atr kinase inhibitor 	other
BRD-K01902415-001-11-7	pirinixic-acid	PPAR receptor agonist	PPARA	14	15	-0.039105335536545	0.273068918594	-0.312174254130545	0.002091849289008437	1.0	ppar receptor agonist ppara	other
BRD-A93000692-001-08-1	ciglitazone	PPAR receptor agonist	PPARG	16	15	-0.40459717665899997	-0.0928100194198	-0.3117871572392	0.10939839054172916	1.0	ppar receptor agonist pparg	other
BRD-K17979676-001-01-2	eprobemide	monoamine oxidase inhibitor	MAOA	14	13	-0.16069286029365001	0.150769548381	-0.31146240867465	0.9034412254330529	1.0	monoamine oxidase inhibitor maoa	other
BRD-A01787639-003-16-9	naftopidil	adrenergic receptor antagonist	ADRA1A	15	14	-0.282635433338	0.028774162614945	-0.311409595952945	0.034284167396226625	1.0	adrenergic receptor antagonist adra1a	other
BRD-K24821794-001-01-4	SGC-CBP30	bromodomain inhibitor	CREBBP, EP300	15	15	0.0180825870975	0.32930642781	-0.31122384071250003	0.3400858902842717	1.0	bromodomain inhibitor crebbp, ep300	other
BRD-K19741547-003-01-7	vernakalant	potassium channel blocker	KCNA5	14	13	-0.1580678110345	0.153143591341	-0.3112114023755	0.2159322942283799	1.0	potassium channel blocker kcna5	other
BRD-A98845662-036-03-7	desvenlafaxine	serotonin-norepinephrine reuptake inhibitor (SNRI)	SLC6A2, SLC6A3, SLC6A4	15	15	-0.00410523475605	0.305703948823	-0.30980918357905	0.02253107159485839	1.0	serotonin-norepinephrine reuptake inhibitor (snri) slc6a2, slc6a3, slc6a4	other
BRD-K99063460-001-13-1	didanosine	nucleoside reverse transcriptase inhibitor	PNP	14	13	-0.4098669157465	-0.101010427233	-0.3088564885135	0.0272484408923059	1.0	nucleoside reverse transcriptase inhibitor pnp	other
BRD-A94523291-304-02-7	prednisolone-sodium-phosphate	glucocorticoid receptor agonist	NR3C1	15	15	-0.031737640454	0.276731657859	-0.308469298313	0.00794033626424658	1.0	glucocorticoid receptor agonist nr3c1	other
BRD-K06814349-304-01-9	fosbretabulin	tubulin polymerization inhibitor, VE-cadherin antagonist	CDH5	15	15	-3.01252829456	-2.704341699	-0.30818659556000005	0.9338864180775845	1.0	tubulin polymerization inhibitor, ve-cadherin antagonist cdh5	other
BRD-K95435023-001-10-1	PHA-665752	c-Met inhibitor	MET	15	15	-0.155739435891	0.151732415447	-0.30747185133800004	0.10573920209087935	1.0	c-met inhibitor met	other
BRD-K60907894-003-23-5	adiphenine	acetylcholine receptor antagonist	CHRNA1	15	15	-0.0409106043448	0.265341354454	-0.30625195879879996	0.2997583700887151	1.0	acetylcholine receptor antagonist chrna1	other
BRD-A36331462-001-02-1	oprozomib	proteasome inhibitor		14	15	-4.266902521435	-3.96138102782	-0.30552149361500014	0.7106595685403921	1.0	proteasome inhibitor 	other
BRD-K25433859-003-25-4	maprotiline	norepinephrine reputake inhibitor, tricyclic antidepressant	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD2, HRH1, HTR2A, HTR2C, HTR7, SLC6A2	14	13	-0.4485964692435	-0.144076590712	-0.3045198785315	0.48166365977248615	1.0	norepinephrine reputake inhibitor, tricyclic antidepressant adra1a, adra1b, adra1d, adra2a, adra2b, adra2c, chrm1, chrm2, chrm3, chrm4, chrm5, drd2, hrh1, htr2a, htr2c, htr7, slc6a2	other
BRD-K22134346-001-22-3	simvastatin	HMGCR inhibitor	HMGCR, ITGB2	14	13	-0.2691120447958	0.0353545545043	-0.3044665993001	0.2344826070931848	1.0	hmgcr inhibitor hmgcr, itgb2	other
BRD-A31800922-003-25-1	procyclidine	acetylcholine receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4	14	13	-0.26475493810899997	0.0394478890556	-0.30420282716459995	0.39576568734555584	1.0	acetylcholine receptor antagonist chrm1, chrm2, chrm3, chrm4	other
BRD-K00610438-003-02-5	altanserin	serotonin receptor antagonist	HTR2A	15	15	-0.342323896895	-0.0383866099654	-0.3039372869296	0.12486035998214667	1.0	serotonin receptor antagonist htr2a	other
BRD-K41278234-001-03-0	CUDC-101	EGFR inhibitor	EGFR, ERBB2	15	14	-1.33850677174	-1.0350718836275	-0.3034348881125002	0.7434206976952524	1.0	egfr inhibitor egfr, erbb2	other
BRD-K99604664-001-01-1	tanaproget	progesterone receptor agonist	PGR	16	15	-0.2363965567115	0.0663149650595	-0.302711521771	0.08552546392406542	1.0	progesterone receptor agonist pgr	other
BRD-K58770988-001-01-8	NMS-E973	HSP inhibitor		15	15	-2.23243481472	-1.92988117248	-0.3025536422399999	0.6186695570822622	1.0	hsp inhibitor 	other
BRD-K18194590-065-08-0	mephentermine	adrenergic receptor agonist	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3	15	15	-0.257252916055	0.0441911889551	-0.3014441050101	0.04648668639528603	1.0	adrenergic receptor agonist adra1a, adra1b, adra1d, adra2a, adra2b, adra2c, adrb1, adrb2, adrb3	other
